year,season,season_link,winner,designer,designer_link,production,production_link,award type
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,False,Paul Russell,,Farinelli and the King,https://en.wikipedia.org/wiki/Farinelli_and_the_King,Best Lighting Design for a Play
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,False,Peggy EisenhauerandJules Fisher,https://en.wikipedia.org/wiki/Peggy_Eisenhauer,The Iceman Cometh,https://en.wikipedia.org/wiki/The_Iceman_Cometh,Best Lighting Design for a Play
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,False,Paule Constable,https://en.wikipedia.org/wiki/Paule_Constable,Angels in America,https://en.wikipedia.org/wiki/Angels_in_America,Best Lighting Design for a Play
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,True,Neil Austin,,Harry Potter and the Cursed Child,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Cursed_Child,Best Lighting Design for a Play
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,False,Lighting Design for a Play,,Lighting Design for a Play,,Lighting Design for a Play
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,False,Ben Stanton,,Junk,https://en.wikipedia.org/wiki/Junk:_The_Golden_Age_of_Debt,Best Lighting Design for a Play
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,False,Howell Binkley,https://en.wikipedia.org/wiki/Howell_Binkley,Ain’t Too Proud,https://en.wikipedia.org/wiki/Ain%27t_Too_Proud_(musical),Best Lighting Design for a Musical
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,False,Kevin Adams,https://en.wikipedia.org/wiki/Kevin_Adams,The Cher Show,https://en.wikipedia.org/wiki/The_Cher_Show_(musical),Best Lighting Design for a Musical
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,True,Bradley King,https://en.wikipedia.org/wiki/Bradley_King_(lighting_designer),Hadestown,https://en.wikipedia.org/wiki/Hadestown_(musical),Best Lighting Design for a Musical
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,False,Lighting Design for a Musical,,Lighting Design for a Musical,,Lighting Design for a Musical
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,False,Jan Versweyveldand Tal Yarden,https://en.wikipedia.org/wiki/Jan_Versweyveld,Network,https://en.wikipedia.org/wiki/Network_(play),Best Lighting Design for a Play
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,False,Peter Mumford,https://en.wikipedia.org/wiki/Peter_Mumford_(lighting_designer),The Ferryman,https://en.wikipedia.org/wiki/The_Ferryman_(play),Best Lighting Design for a Play
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,False,Jules FisherandPeggy Eisenhauer,https://en.wikipedia.org/wiki/Jules_Fisher,Gary: A Sequel to Titus Andronicus,https://en.wikipedia.org/wiki/Gary:_A_Sequel_to_Titus_Andronicus,Best Lighting Design for a Play
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,True,Neil Austin,,Ink,https://en.wikipedia.org/wiki/Ink_(play),Best Lighting Design for a Play
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,False,Lighting Design for a Play,,Lighting Design for a Play,,Lighting Design for a Play
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,False,Peter Mumford,https://en.wikipedia.org/wiki/Peter_Mumford_(lighting_designer),King Kong,https://en.wikipedia.org/wiki/King_Kong_(2013_musical),Best Lighting Design for a Musical
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,False,Jennifer Tipton,https://en.wikipedia.org/wiki/Jennifer_Tipton,To Kill a Mockingbird,https://en.wikipedia.org/wiki/To_Kill_a_Mockingbird_(2018_play),Best Lighting Design for a Play
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,False,Kenneth PosnerandPeter Nigrini,https://en.wikipedia.org/wiki/Kenneth_Posner,Beetlejuice,https://en.wikipedia.org/wiki/Beetlejuice_(musical),Best Lighting Design for a Musical
