year,season,season_link,winner,musical,musical_link,music,music_link,lyrics,lyrics_link
2015,69th Tony Awards,/wiki/69th_Tony_Awards,True,Fun Home,https://en.wikipedia.org/wiki/Fun_Home_(musical),Jeanine Tesori,https://en.wikipedia.org/wiki/Jeanine_Tesori,Lisa Kron,https://en.wikipedia.org/wiki/Lisa_Kron
2015,69th Tony Awards,/wiki/69th_Tony_Awards,False,The Last Ship,https://en.wikipedia.org/wiki/The_Last_Ship_(musical),Sting,https://en.wikipedia.org/wiki/Sting_(musician),Sting,https://en.wikipedia.org/wiki/Sting_(musician)
2015,69th Tony Awards,/wiki/69th_Tony_Awards,False,Something Rotten!,https://en.wikipedia.org/wiki/Something_Rotten!,Karey&Wayne Kirkpatrick,https://en.wikipedia.org/wiki/Karey_Kirkpatrick,Karey&Wayne Kirkpatrick,https://en.wikipedia.org/wiki/Karey_Kirkpatrick
2015,69th Tony Awards,/wiki/69th_Tony_Awards,False,The Visit,https://en.wikipedia.org/wiki/The_Visit_(musical),John Kander,https://en.wikipedia.org/wiki/John_Kander,Fred Ebb,https://en.wikipedia.org/wiki/Fred_Ebb
2016,70th Tony Awards,/wiki/70th_Tony_Awards,False,Waitress,https://en.wikipedia.org/wiki/Waitress_(musical),Sara Bareilles,https://en.wikipedia.org/wiki/Sara_Bareilles,Sara Bareilles,https://en.wikipedia.org/wiki/Sara_Bareilles
2016,70th Tony Awards,/wiki/70th_Tony_Awards,True,Hamilton,https://en.wikipedia.org/wiki/Hamilton_(musical),Lin-Manuel Miranda,https://en.wikipedia.org/wiki/Lin-Manuel_Miranda,Lin-Manuel Miranda,https://en.wikipedia.org/wiki/Lin-Manuel_Miranda
2016,70th Tony Awards,/wiki/70th_Tony_Awards,False,Bright Star,https://en.wikipedia.org/wiki/Bright_Star_(musical),Edie Brickell,https://en.wikipedia.org/wiki/Edie_Brickell,Brickell &Steve Martin,https://en.wikipedia.org/wiki/Steve_Martin
2016,70th Tony Awards,/wiki/70th_Tony_Awards,False,School of Rock,https://en.wikipedia.org/wiki/School_of_Rock_(musical),Andrew Lloyd Webber,https://en.wikipedia.org/wiki/Andrew_Lloyd_Webber,Glenn Slater,https://en.wikipedia.org/wiki/Glenn_Slater
2017,71st Tony Awards,/wiki/71st_Tony_Awards,False,"Natasha, Pierre & The Great Comet of 1812","https://en.wikipedia.org/wiki/Natasha,_Pierre_%26_The_Great_Comet_of_1812",Dave Malloy,https://en.wikipedia.org/wiki/Dave_Malloy,Dave Malloy,https://en.wikipedia.org/wiki/Dave_Malloy
2017,71st Tony Awards,/wiki/71st_Tony_Awards,False,Groundhog Day,https://en.wikipedia.org/wiki/Groundhog_Day_(musical),Tim Minchin,https://en.wikipedia.org/wiki/Tim_Minchin,Tim Minchin,https://en.wikipedia.org/wiki/Tim_Minchin
2017,71st Tony Awards,/wiki/71st_Tony_Awards,True,Dear Evan Hansen,https://en.wikipedia.org/wiki/Dear_Evan_Hansen,Pasek & Paul,https://en.wikipedia.org/wiki/Pasek_and_Paul,Pasek & Paul,https://en.wikipedia.org/wiki/Pasek_and_Paul
2017,71st Tony Awards,/wiki/71st_Tony_Awards,False,Come from Away,https://en.wikipedia.org/wiki/Come_from_Away,David Hein&Irene Sankoff,https://en.wikipedia.org/wiki/David_Hein,David Hein&Irene Sankoff,https://en.wikipedia.org/wiki/David_Hein
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,False,Mean Girls,https://en.wikipedia.org/wiki/Mean_Girls_(musical),Jeff Richmond,https://en.wikipedia.org/wiki/Jeff_Richmond,Nell Benjamin,https://en.wikipedia.org/wiki/Nell_Benjamin
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,True,The Band's Visit,https://en.wikipedia.org/wiki/The_Band%27s_Visit_(musical),David Yazbek,https://en.wikipedia.org/wiki/David_Yazbek,David Yazbek,https://en.wikipedia.org/wiki/David_Yazbek
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,False,Angels in America,https://en.wikipedia.org/wiki/Angels_in_America,Adrian Sutton,,,
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,False,Frozen,https://en.wikipedia.org/wiki/Frozen_(musical),Robert Lopez&Kristen Anderson-Lopez,https://en.wikipedia.org/wiki/Robert_Lopez,Robert Lopez&Kristen Anderson-Lopez,https://en.wikipedia.org/wiki/Robert_Lopez
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,False,SpongeBob SquarePants,https://en.wikipedia.org/wiki/SpongeBob_SquarePants_(musical),"Yolanda Adams,Sara Bareilles,Jonathan Coulton, Domani,Alex Ebert,The Flaming Lips,Rob Hyman,Lady Antebellum,Cyndi Lauper,John Legend,Lil'C,Panic! at the Disco,Plain White T's,Joe Perry,They Might Be Giants,T.I.&Steven Tyler",https://en.wikipedia.org/wiki/Yolanda_Adams,"Yolanda Adams,Sara Bareilles,Jonathan Coulton, Domani,Alex Ebert,The Flaming Lips,Rob Hyman,Lady Antebellum,Cyndi Lauper,John Legend,Lil'C,Panic! at the Disco,Plain White T's,Joe Perry,They Might Be Giants,T.I.&Steven Tyler",https://en.wikipedia.org/wiki/Yolanda_Adams
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,False,To Kill a Mockingbird,https://en.wikipedia.org/wiki/To_Kill_a_Mockingbird_(2018_play),Adam Guettel,https://en.wikipedia.org/wiki/Adam_Guettel,,
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,False,The Prom,https://en.wikipedia.org/wiki/The_Prom_(musical),Matthew Sklar,https://en.wikipedia.org/wiki/Matthew_Sklar,Chad Beguelin,https://en.wikipedia.org/wiki/Chad_Beguelin
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,False,Tootsie,https://en.wikipedia.org/wiki/Tootsie_(musical),David Yazbek,https://en.wikipedia.org/wiki/David_Yazbek,David Yazbek,https://en.wikipedia.org/wiki/David_Yazbek
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,False,Be More Chill,https://en.wikipedia.org/wiki/Be_More_Chill_(musical),Joe Iconis,https://en.wikipedia.org/wiki/Joe_Iconis,Joe Iconis,https://en.wikipedia.org/wiki/Joe_Iconis
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,True,Hadestown,https://en.wikipedia.org/wiki/Hadestown_(musical),Anaïs Mitchell,https://en.wikipedia.org/wiki/Ana%C3%AFs_Mitchell,Anaïs Mitchell,https://en.wikipedia.org/wiki/Ana%C3%AFs_Mitchell
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,False,Beetlejuice,https://en.wikipedia.org/wiki/Beetlejuice_(musical),Eddie Perfect,https://en.wikipedia.org/wiki/Eddie_Perfect,Eddie Perfect,https://en.wikipedia.org/wiki/Eddie_Perfect
2020,74th Tony Awards,/wiki/74th_Tony_Awards,False,The Rose Tattoo,https://en.wikipedia.org/wiki/The_Rose_Tattoo,Fitz Patton & Jason Michael Webb,,,
2020,74th Tony Awards,/wiki/74th_Tony_Awards,False,Slave Play,https://en.wikipedia.org/wiki/Slave_Play,Lindsay Jones,https://en.wikipedia.org/wiki/Lindsay_Jones_(composer),,
2020,74th Tony Awards,/wiki/74th_Tony_Awards,False,A Christmas Carol,https://en.wikipedia.org/wiki/A_Christmas_Carol_(2017_play),Christopher Nightingale,,,
2020,74th Tony Awards,/wiki/74th_Tony_Awards,False,The Inheritance,https://en.wikipedia.org/wiki/The_Inheritance_(play),Paul Englishby,https://en.wikipedia.org/wiki/Paul_Englishby,,
2020,74th Tony Awards,/wiki/74th_Tony_Awards,False,The Sound Inside,https://en.wikipedia.org/wiki/The_Sound_Inside_(play),Daniel Kluger,,,
