year,season,season_link,winner,actress,actress_link,musical,musical_link,character,character_link
1989,43rd Tony Awards,/wiki/43rd_Tony_Awards,True,Debbie Gravitte,https://en.wikipedia.org/wiki/Debbie_Gravitte,Jerome Robbins' Broadway,https://en.wikipedia.org/wiki/Jerome_Robbins%27_Broadway,Hildy Esterhazy / Mazeppa / Rosalia / Company,
1989,43rd Tony Awards,/wiki/43rd_Tony_Awards,False,Jane Lanier,,Jerome Robbins' Broadway,,Various Characters,
1989,43rd Tony Awards,/wiki/43rd_Tony_Awards,False,Julie Wilson,https://en.wikipedia.org/wiki/Julie_Wilson,Legs Diamond,https://en.wikipedia.org/wiki/Legs_Diamond_(musical),Flo,
1990,44th Tony Awards,/wiki/44th_Tony_Awards,False,Crista Moore,https://en.wikipedia.org/wiki/Crista_Moore,Gypsy,https://en.wikipedia.org/wiki/Gypsy_(musical),Louise,https://en.wikipedia.org/wiki/Gypsy_Rose_Lee
1990,44th Tony Awards,/wiki/44th_Tony_Awards,False,Kathleen Rowe McAllen,https://en.wikipedia.org/wiki/Kathleen_Rowe_McAllen,Aspects of Love,https://en.wikipedia.org/wiki/Aspects_of_Love,Giulietta Trapani,
1990,44th Tony Awards,/wiki/44th_Tony_Awards,False,Jane Krakowski,https://en.wikipedia.org/wiki/Jane_Krakowski,Grand Hotel,https://en.wikipedia.org/wiki/Grand_Hotel_(musical),Freida Flamm / Flaemmchen,
1990,44th Tony Awards,/wiki/44th_Tony_Awards,True,Randy Graff,https://en.wikipedia.org/wiki/Randy_Graff,City of Angels,https://en.wikipedia.org/wiki/City_of_Angels_(musical),Oolie / Donna,
1991,45th Tony Awards,/wiki/45th_Tony_Awards,True,Daisy Eagan,https://en.wikipedia.org/wiki/Daisy_Eagan,The Secret Garden,https://en.wikipedia.org/wiki/The_Secret_Garden_(musical),Mary Lennox,
1991,45th Tony Awards,/wiki/45th_Tony_Awards,False,Alison Fraser,https://en.wikipedia.org/wiki/Alison_Fraser,The Secret Garden,,Martha Sowerby,
1991,45th Tony Awards,/wiki/45th_Tony_Awards,False,Cady Huffman,https://en.wikipedia.org/wiki/Cady_Huffman,The Will Rogers Follies,https://en.wikipedia.org/wiki/The_Will_Rogers_Follies,Ziegfeld's Favorite,https://en.wikipedia.org/wiki/Florenz_Ziegfeld_Jr.
1991,45th Tony Awards,/wiki/45th_Tony_Awards,False,LaChanze,https://en.wikipedia.org/wiki/LaChanze,Once on This Island,https://en.wikipedia.org/wiki/Once_on_This_Island,Ti Moune,
1992,46th Tony Awards,/wiki/46th_Tony_Awards,True,Tonya Pinkins,https://en.wikipedia.org/wiki/Tonya_Pinkins,Jelly's Last Jam,https://en.wikipedia.org/wiki/Jelly%27s_Last_Jam,Anita,
1992,46th Tony Awards,/wiki/46th_Tony_Awards,False,Liz Larsen,https://en.wikipedia.org/wiki/Liz_Larsen,The Most Happy Fella,https://en.wikipedia.org/wiki/The_Most_Happy_Fella,Cleo,
1992,46th Tony Awards,/wiki/46th_Tony_Awards,False,Vivian Reed,https://en.wikipedia.org/wiki/Vivian_Reed_(musical_theatre_actress),The High Rollers Social and Pleasure Club,,Enchantress,
1992,46th Tony Awards,/wiki/46th_Tony_Awards,False,Barbara Walsh,https://en.wikipedia.org/wiki/Barbara_Walsh,Falsettos,https://en.wikipedia.org/wiki/Falsettos,Trina,
1993,47th Tony Awards,/wiki/47th_Tony_Awards,False,Lainie Kazan,https://en.wikipedia.org/wiki/Lainie_Kazan,My Favorite Year,,Belle Carroca,
1993,47th Tony Awards,/wiki/47th_Tony_Awards,False,Jan Graveson,https://en.wikipedia.org/wiki/Jan_Graveson,Blood Brothers,https://en.wikipedia.org/wiki/Blood_Brothers_(musical),Linda,
1993,47th Tony Awards,/wiki/47th_Tony_Awards,True,Andrea Martin,https://en.wikipedia.org/wiki/Andrea_Martin,My Favorite Year,https://en.wikipedia.org/wiki/My_Favorite_Year_(musical),Alice Miller,
1993,47th Tony Awards,/wiki/47th_Tony_Awards,False,Marcia Mitzman Gaven,https://en.wikipedia.org/wiki/Marcia_Mitzman_Gaven,The Who's Tommy,https://en.wikipedia.org/wiki/The_Who%27s_Tommy,Nora Walker,
1994,48th Tony Awards,/wiki/48th_Tony_Awards,True,Audra McDonald,https://en.wikipedia.org/wiki/Audra_McDonald,Carousel,https://en.wikipedia.org/wiki/Carousel_(musical),Carrie Pipperidge,
1994,48th Tony Awards,/wiki/48th_Tony_Awards,False,Marcia Lewis,https://en.wikipedia.org/wiki/Marcia_Lewis,Grease,https://en.wikipedia.org/wiki/Grease_(musical),Miss Lynch,
1994,48th Tony Awards,/wiki/48th_Tony_Awards,False,Sally Mayes,https://en.wikipedia.org/wiki/Sally_Mayes,She Loves Me,https://en.wikipedia.org/wiki/She_Loves_Me,Ilona Ritter,
1994,48th Tony Awards,/wiki/48th_Tony_Awards,False,Marin Mazzie,https://en.wikipedia.org/wiki/Marin_Mazzie,Passion,https://en.wikipedia.org/wiki/Passion_(musical),Clara,
1995,49th Tony Awards,/wiki/49th_Tony_Awards,False,DeLee Lively,,Smokey Joe's Cafe,https://en.wikipedia.org/wiki/Smokey_Joe%27s_Cafe,Various Characters,
1995,49th Tony Awards,/wiki/49th_Tony_Awards,False,B.J. Crosby,https://en.wikipedia.org/wiki/B.J._Crosby,Smokey Joe's Cafe,https://en.wikipedia.org/wiki/Smokey_Joe%27s_Cafe,Various Characters,
1995,49th Tony Awards,/wiki/49th_Tony_Awards,True,Gretha Boston,https://en.wikipedia.org/wiki/Gretha_Boston,Show Boat,https://en.wikipedia.org/wiki/Show_Boat,Queenie,
1995,49th Tony Awards,/wiki/49th_Tony_Awards,False,Brenda Braxton,,Smokey Joe's Cafe,https://en.wikipedia.org/wiki/Smokey_Joe%27s_Cafe,Various Characters,
1996,50th Tony Awards,/wiki/50th_Tony_Awards,True,Ann Duquesnay,https://en.wikipedia.org/wiki/Ann_Duquesnay,"Bring in 'da Noise, Bring in 'da Funk","https://en.wikipedia.org/wiki/Bring_in_%27da_Noise,_Bring_in_%27da_Funk",'da Singer / The Chanteuse,
1996,50th Tony Awards,/wiki/50th_Tony_Awards,False,Joohee Choi,,The King and I,https://en.wikipedia.org/wiki/The_King_and_I,Tuptim,
1996,50th Tony Awards,/wiki/50th_Tony_Awards,False,Veanne Cox,https://en.wikipedia.org/wiki/Veanne_Cox,Company,https://en.wikipedia.org/wiki/Company_(musical),Amy,
1996,50th Tony Awards,/wiki/50th_Tony_Awards,False,Idina Menzel,https://en.wikipedia.org/wiki/Idina_Menzel,Rent,https://en.wikipedia.org/wiki/Rent_(musical),Maureen Johnson,
1997,51st Tony Awards,/wiki/51st_Tony_Awards,True,Lillias White,https://en.wikipedia.org/wiki/Lillias_White,The Life,https://en.wikipedia.org/wiki/The_Life_(musical),Sonja,
1997,51st Tony Awards,/wiki/51st_Tony_Awards,False,Marcia Lewis,https://en.wikipedia.org/wiki/Marcia_Lewis,Chicago,https://en.wikipedia.org/wiki/Chicago_(musical),Matron Mama Morton,
1997,51st Tony Awards,/wiki/51st_Tony_Awards,False,Andrea Martin,https://en.wikipedia.org/wiki/Andrea_Martin,Candide,https://en.wikipedia.org/wiki/Candide_(operetta),The Old Lady,
1997,51st Tony Awards,/wiki/51st_Tony_Awards,False,Debra Monk,https://en.wikipedia.org/wiki/Debra_Monk,Steel Pier,https://en.wikipedia.org/wiki/Steel_Pier_(musical),Shelby Stevens,
1998,52nd Tony Awards,/wiki/52nd_Tony_Awards,True,Audra McDonald,https://en.wikipedia.org/wiki/Audra_McDonald,Ragtime,https://en.wikipedia.org/wiki/Ragtime_(musical),Sarah,
1998,52nd Tony Awards,/wiki/52nd_Tony_Awards,False,Anna Kendrick,https://en.wikipedia.org/wiki/Anna_Kendrick,High Society,https://en.wikipedia.org/wiki/High_Society_(musical),Dinah Lord,
1998,52nd Tony Awards,/wiki/52nd_Tony_Awards,False,Tsidii Le Loka,https://en.wikipedia.org/wiki/Tsidii_Le_Loka,The Lion King,https://en.wikipedia.org/wiki/The_Lion_King_(musical),Rafiki,
1998,52nd Tony Awards,/wiki/52nd_Tony_Awards,False,Mary Louise Wilson,https://en.wikipedia.org/wiki/Mary_Louise_Wilson,Cabaret,https://en.wikipedia.org/wiki/Cabaret_(musical),Fraulein Schneider,
1999,53rd Tony Awards,/wiki/53rd_Tony_Awards,False,Mary Testa,https://en.wikipedia.org/wiki/Mary_Testa,On the Town,https://en.wikipedia.org/wiki/On_the_Town_(musical),Madame Maude P. Dilly,
1999,53rd Tony Awards,/wiki/53rd_Tony_Awards,False,Valarie Pettiford,https://en.wikipedia.org/wiki/Valarie_Pettiford,Fosse,https://en.wikipedia.org/wiki/Fosse_(musical),Various Characters,
1999,53rd Tony Awards,/wiki/53rd_Tony_Awards,False,Gretha Boston,https://en.wikipedia.org/wiki/Gretha_Boston,It Ain't Nothin' But the Blues,https://en.wikipedia.org/wiki/It_Ain%27t_Nothin%27_But_the_Blues,Various Characters,
1999,53rd Tony Awards,/wiki/53rd_Tony_Awards,True,Kristin Chenoweth,https://en.wikipedia.org/wiki/Kristin_Chenoweth,"You're a Good Man, Charlie Brown","https://en.wikipedia.org/wiki/You%27re_a_Good_Man,_Charlie_Brown",Sally Brown,https://en.wikipedia.org/wiki/Sally_Brown
2000,54th Tony Awards,/wiki/54th_Tony_Awards,True,Karen Ziemba,https://en.wikipedia.org/wiki/Karen_Ziemba,Contact,https://en.wikipedia.org/wiki/Contact_(musical),Wife,
2000,54th Tony Awards,/wiki/54th_Tony_Awards,False,Laura Benanti,https://en.wikipedia.org/wiki/Laura_Benanti,Swing!,https://en.wikipedia.org/wiki/Swing!,Various Characters,
2000,54th Tony Awards,/wiki/54th_Tony_Awards,False,Ann Hampton Callaway,https://en.wikipedia.org/wiki/Ann_Hampton_Callaway,Swing!,https://en.wikipedia.org/wiki/Swing!,Various Characters,
2000,54th Tony Awards,/wiki/54th_Tony_Awards,False,Eartha Kitt,https://en.wikipedia.org/wiki/Eartha_Kitt,The Wild Party,https://en.wikipedia.org/wiki/The_Wild_Party_(LaChiusa_musical),Dolores,
2000,54th Tony Awards,/wiki/54th_Tony_Awards,False,Deborah Yates,https://en.wikipedia.org/wiki/Deborah_Yates,Contact,,Girl in a Yellow Dress / Gina Minetti,
2001,55th Tony Awards,/wiki/55th_Tony_Awards,False,Mary Testa,https://en.wikipedia.org/wiki/Mary_Testa,42nd Street,https://en.wikipedia.org/wiki/42nd_Street_(musical),Maggie Jones,
2001,55th Tony Awards,/wiki/55th_Tony_Awards,False,Kate Levering,https://en.wikipedia.org/wiki/Kate_Levering,42nd Street,https://en.wikipedia.org/wiki/42nd_Street_(musical),Peggy Sawyer,
2001,55th Tony Awards,/wiki/55th_Tony_Awards,False,Kathleen Freeman,https://en.wikipedia.org/wiki/Kathleen_Freeman,The Full Monty,https://en.wikipedia.org/wiki/The_Full_Monty_(musical),Jeanette Burmeister,
2001,55th Tony Awards,/wiki/55th_Tony_Awards,False,Polly Bergen,https://en.wikipedia.org/wiki/Polly_Bergen,Follies,https://en.wikipedia.org/wiki/Follies,Carlotta Campion,
2001,55th Tony Awards,/wiki/55th_Tony_Awards,True,Cady Huffman,https://en.wikipedia.org/wiki/Cady_Huffman,The Producers,https://en.wikipedia.org/wiki/The_Producers_(musical),Ulla,https://en.wikipedia.org/wiki/Ulla_(The_Producers)
2002,56th Tony Awards,/wiki/56th_Tony_Awards,True,Harriet Sansom Harris,https://en.wikipedia.org/wiki/Harriet_Sansom_Harris,Thoroughly Modern Millie,https://en.wikipedia.org/wiki/Thoroughly_Modern_Millie_(musical),Mrs. Meers,
2002,56th Tony Awards,/wiki/56th_Tony_Awards,False,Laura Benanti,https://en.wikipedia.org/wiki/Laura_Benanti,Into the Woods,https://en.wikipedia.org/wiki/Into_the_Woods,Cinderella,
2002,56th Tony Awards,/wiki/56th_Tony_Awards,False,Spencer Kayden,https://en.wikipedia.org/wiki/Spencer_Kayden,Urinetown,https://en.wikipedia.org/wiki/Urinetown,Little Sally,
2002,56th Tony Awards,/wiki/56th_Tony_Awards,False,Judy Kaye,https://en.wikipedia.org/wiki/Judy_Kaye,Mamma Mia!,https://en.wikipedia.org/wiki/Mamma_Mia!,Rosie Mulligan,
2002,56th Tony Awards,/wiki/56th_Tony_Awards,False,Andrea Martin,https://en.wikipedia.org/wiki/Andrea_Martin,Oklahoma!,https://en.wikipedia.org/wiki/Oklahoma!,Aunt Eller,
2003,57th Tony Awards,/wiki/57th_Tony_Awards,False,Ashley Tuttle,https://en.wikipedia.org/wiki/Ashley_Tuttle,Movin' Out,https://en.wikipedia.org/wiki/Movin%27_Out_(musical),Judy,
2003,57th Tony Awards,/wiki/57th_Tony_Awards,False,Chita Rivera,https://en.wikipedia.org/wiki/Chita_Rivera,Nine,,Liliane La Fleur,
2003,57th Tony Awards,/wiki/57th_Tony_Awards,True,Jane Krakowski,https://en.wikipedia.org/wiki/Jane_Krakowski,Nine,https://en.wikipedia.org/wiki/Nine_(musical),Carla Albanese,
2003,57th Tony Awards,/wiki/57th_Tony_Awards,False,Tammy Blanchard,https://en.wikipedia.org/wiki/Tammy_Blanchard,Gypsy,https://en.wikipedia.org/wiki/Gypsy_(musical),Louise,https://en.wikipedia.org/wiki/Gypsy_Rose_Lee
2003,57th Tony Awards,/wiki/57th_Tony_Awards,False,Mary Stuart Masterson,https://en.wikipedia.org/wiki/Mary_Stuart_Masterson,Nine,,Luisa Contini,
2004,58th Tony Awards,/wiki/58th_Tony_Awards,True,Anika Noni Rose,https://en.wikipedia.org/wiki/Anika_Noni_Rose,"Caroline, or Change","https://en.wikipedia.org/wiki/Caroline,_or_Change",Emmie Thibodeaux,
2004,58th Tony Awards,/wiki/58th_Tony_Awards,False,Beth Fowler,https://en.wikipedia.org/wiki/Beth_Fowler,The Boy from Oz,https://en.wikipedia.org/wiki/The_Boy_from_Oz,Marion Woolnough,
2004,58th Tony Awards,/wiki/58th_Tony_Awards,False,Isabel Keating,https://en.wikipedia.org/wiki/Isabel_Keating,The Boy from Oz,https://en.wikipedia.org/wiki/The_Boy_from_Oz,Judy Garland,https://en.wikipedia.org/wiki/Judy_Garland
2004,58th Tony Awards,/wiki/58th_Tony_Awards,False,Jennifer Westfeldt,https://en.wikipedia.org/wiki/Jennifer_Westfeldt,Wonderful Town,https://en.wikipedia.org/wiki/Wonderful_Town,Eileen Sherwood,
2004,58th Tony Awards,/wiki/58th_Tony_Awards,False,Karen Ziemba,https://en.wikipedia.org/wiki/Karen_Ziemba,Never Gonna Dance,https://en.wikipedia.org/wiki/Never_Gonna_Dance,Mabel Pritt,
2005,59th Tony Awards,/wiki/59th_Tony_Awards,True,Sara Ramirez,https://en.wikipedia.org/wiki/Sara_Ramirez,Spamalot,https://en.wikipedia.org/wiki/Spamalot,Lady of the Lake,https://en.wikipedia.org/wiki/Lady_of_the_Lake
2005,59th Tony Awards,/wiki/59th_Tony_Awards,False,Joanna Gleason,https://en.wikipedia.org/wiki/Joanna_Gleason,Dirty Rotten Scoundrels,https://en.wikipedia.org/wiki/Dirty_Rotten_Scoundrels_(musical),Muriel Eubanks,
2005,59th Tony Awards,/wiki/59th_Tony_Awards,False,Celia Keenan-Bolger,https://en.wikipedia.org/wiki/Celia_Keenan-Bolger,The 25th Annual Putnam County Spelling Bee,https://en.wikipedia.org/wiki/The_25th_Annual_Putnam_County_Spelling_Bee,Olive Ostrovsky,
2005,59th Tony Awards,/wiki/59th_Tony_Awards,False,Jan Maxwell,https://en.wikipedia.org/wiki/Jan_Maxwell,Chitty Chitty Bang Bang,https://en.wikipedia.org/wiki/Chitty_Chitty_Bang_Bang_(musical),Baroness Bomburst,https://en.wikipedia.org/wiki/Baroness_Bomburst
2005,59th Tony Awards,/wiki/59th_Tony_Awards,False,Kelli O'Hara,https://en.wikipedia.org/wiki/Kelli_O%27Hara,The Light in the Piazza,https://en.wikipedia.org/wiki/The_Light_in_the_Piazza_(musical),Clara Johnson,
2006,60th Tony Awards,/wiki/60th_Tony_Awards,False,Elisabeth Withers,https://en.wikipedia.org/wiki/Elisabeth_Withers,The Color Purple,,Shug Avery,
2006,60th Tony Awards,/wiki/60th_Tony_Awards,False,Felicia P. Fields,,The Color Purple,https://en.wikipedia.org/wiki/The_Color_Purple_(musical),Sofia Johnson,
2006,60th Tony Awards,/wiki/60th_Tony_Awards,False,Megan Lawrence,https://en.wikipedia.org/wiki/Megan_Lawrence,The Pajama Game,https://en.wikipedia.org/wiki/The_Pajama_Game,Gladys Hotchkiss,
2006,60th Tony Awards,/wiki/60th_Tony_Awards,False,Carolee Carmello,https://en.wikipedia.org/wiki/Carolee_Carmello,Lestat,https://en.wikipedia.org/wiki/Lestat_(musical),Gabrielle de Lioncourt,https://en.wikipedia.org/wiki/Gabrielle_de_Lioncourt
2006,60th Tony Awards,/wiki/60th_Tony_Awards,True,Beth Leavel,https://en.wikipedia.org/wiki/Beth_Leavel,The Drowsy Chaperone,https://en.wikipedia.org/wiki/The_Drowsy_Chaperone,The Drowsy Chaperone / Beatrice Stockwell,
2007,61st Tony Awards,/wiki/61st_Tony_Awards,True,Mary Louise Wilson,https://en.wikipedia.org/wiki/Mary_Louise_Wilson,Grey Gardens,https://en.wikipedia.org/wiki/Grey_Gardens_(musical),'Big Edie' Beale,https://en.wikipedia.org/wiki/Edith_Ewing_Bouvier_Beale
2007,61st Tony Awards,/wiki/61st_Tony_Awards,False,Charlotte d'Amboise,https://en.wikipedia.org/wiki/Charlotte_d%27Amboise,A Chorus Line,https://en.wikipedia.org/wiki/A_Chorus_Line,Cassie Ferguson,
2007,61st Tony Awards,/wiki/61st_Tony_Awards,False,Rebecca Luker,https://en.wikipedia.org/wiki/Rebecca_Luker,Mary Poppins,https://en.wikipedia.org/wiki/Mary_Poppins_(musical),Winifred Banks,
2007,61st Tony Awards,/wiki/61st_Tony_Awards,False,Orfeh,https://en.wikipedia.org/wiki/Orfeh,Legally Blonde,https://en.wikipedia.org/wiki/Legally_Blonde_(musical),Paulette Bonafonté,
2007,61st Tony Awards,/wiki/61st_Tony_Awards,False,Karen Ziemba,https://en.wikipedia.org/wiki/Karen_Ziemba,Curtains,https://en.wikipedia.org/wiki/Curtains_(musical),Georgia Hendricks,
2008,62nd Tony Awards,/wiki/62nd_Tony_Awards,True,Laura Benanti,https://en.wikipedia.org/wiki/Laura_Benanti,Gypsy,https://en.wikipedia.org/wiki/Gypsy_(musical),Louise,https://en.wikipedia.org/wiki/Gypsy_Rose_Lee
2008,62nd Tony Awards,/wiki/62nd_Tony_Awards,False,Loretta Ables Sayre,https://en.wikipedia.org/wiki/Loretta_Ables_Sayre,South Pacific,https://en.wikipedia.org/wiki/South_Pacific_(musical),Bloody Mary,https://en.wikipedia.org/wiki/Bloody_Mary_(South_Pacific)
2008,62nd Tony Awards,/wiki/62nd_Tony_Awards,False,De'Adre Aziza,https://en.wikipedia.org/wiki/De%27Adre_Aziza,Passing Strange,https://en.wikipedia.org/wiki/Passing_Strange_(musical),Edwina / Marianna / Sudabey,
2008,62nd Tony Awards,/wiki/62nd_Tony_Awards,False,Andrea Martin,https://en.wikipedia.org/wiki/Andrea_Martin,Young Frankenstein,https://en.wikipedia.org/wiki/Young_Frankenstein_(musical),Frau Blücher,
2008,62nd Tony Awards,/wiki/62nd_Tony_Awards,False,Olga Merediz,https://en.wikipedia.org/wiki/Olga_Merediz,In the Heights,https://en.wikipedia.org/wiki/In_the_Heights,Abuela Claudia,
2009,63rd Tony Awards,/wiki/63rd_Tony_Awards,False,Carole Shelley,https://en.wikipedia.org/wiki/Carole_Shelley,Billy Elliot the Musical,https://en.wikipedia.org/wiki/Billy_Elliot_the_Musical,Grandma,
2009,63rd Tony Awards,/wiki/63rd_Tony_Awards,False,Haydn Gwynne,https://en.wikipedia.org/wiki/Haydn_Gwynne,Billy Elliot the Musical,https://en.wikipedia.org/wiki/Billy_Elliot_the_Musical,Georgia Wilkinson,
2009,63rd Tony Awards,/wiki/63rd_Tony_Awards,False,Martha Plimpton,https://en.wikipedia.org/wiki/Martha_Plimpton,Pal Joey,https://en.wikipedia.org/wiki/Pal_Joey_(musical),Gladys Bumps,
2009,63rd Tony Awards,/wiki/63rd_Tony_Awards,True,Karen Olivo,https://en.wikipedia.org/wiki/Karen_Olivo,West Side Story,https://en.wikipedia.org/wiki/West_Side_Story,Anita,
2009,63rd Tony Awards,/wiki/63rd_Tony_Awards,False,Jennifer Damiano,https://en.wikipedia.org/wiki/Jennifer_Damiano,Next to Normal,https://en.wikipedia.org/wiki/Next_to_Normal,Natalie Goodman,
2010,64th Tony Awards,/wiki/64th_Tony_Awards,True,Katie Finneran,https://en.wikipedia.org/wiki/Katie_Finneran,"Promises, Promises","https://en.wikipedia.org/wiki/Promises,_Promises_(musical)",Marge MacDougall,
2010,64th Tony Awards,/wiki/64th_Tony_Awards,False,Barbara Cook,https://en.wikipedia.org/wiki/Barbara_Cook,Sondheim on Sondheim,https://en.wikipedia.org/wiki/Sondheim_on_Sondheim,Various Characters,
2010,64th Tony Awards,/wiki/64th_Tony_Awards,False,Angela Lansbury,https://en.wikipedia.org/wiki/Angela_Lansbury,A Little Night Music,https://en.wikipedia.org/wiki/A_Little_Night_Music,Madame Armfeldt,
2010,64th Tony Awards,/wiki/64th_Tony_Awards,False,Karine Plantadit,https://en.wikipedia.org/wiki/Karine_Plantadit,Come Fly Away,https://en.wikipedia.org/wiki/Come_Fly_Away,Kate,
2010,64th Tony Awards,/wiki/64th_Tony_Awards,False,Lillias White,https://en.wikipedia.org/wiki/Lillias_White,Fela!,https://en.wikipedia.org/wiki/Fela!,Funmilayo Kuti,https://en.wikipedia.org/wiki/Funmilayo_Ransome-Kuti
2011,65th Tony Awards,/wiki/65th_Tony_Awards,False,Patti LuPone,https://en.wikipedia.org/wiki/Patti_LuPone,Women on the Verge of a Nervous Breakdown,,Lucia,
2011,65th Tony Awards,/wiki/65th_Tony_Awards,False,Victoria Clark,https://en.wikipedia.org/wiki/Victoria_Clark,Sister Act,https://en.wikipedia.org/wiki/Sister_Act_(musical),Mother Superior,
2011,65th Tony Awards,/wiki/65th_Tony_Awards,False,Tammy Blanchard,https://en.wikipedia.org/wiki/Tammy_Blanchard,How to Succeed in Business Without Really Trying,https://en.wikipedia.org/wiki/How_to_Succeed_in_Business_Without_Really_Trying,Hedy La Rue,
2011,65th Tony Awards,/wiki/65th_Tony_Awards,True,Nikki M. James,https://en.wikipedia.org/wiki/Nikki_M._James,The Book of Mormon,https://en.wikipedia.org/wiki/The_Book_of_Mormon_(musical),Nabulungi Hatimbi,
2011,65th Tony Awards,/wiki/65th_Tony_Awards,False,Laura Benanti,https://en.wikipedia.org/wiki/Laura_Benanti,Women on the Verge of a Nervous Breakdown,https://en.wikipedia.org/wiki/Women_on_the_Verge_of_a_Nervous_Breakdown_(musical),Candela,
2012,66th Tony Awards,/wiki/66th_Tony_Awards,True,Judy Kaye,https://en.wikipedia.org/wiki/Judy_Kaye,Nice Work If You Can Get It,https://en.wikipedia.org/wiki/Nice_Work_If_You_Can_Get_It_(musical),Estonia Dulworth,
2012,66th Tony Awards,/wiki/66th_Tony_Awards,False,Elizabeth A. Davis,https://en.wikipedia.org/wiki/Elizabeth_A._Davis,Once,https://en.wikipedia.org/wiki/Once_(musical),Réza,
2012,66th Tony Awards,/wiki/66th_Tony_Awards,False,Jayne Houdyshell,https://en.wikipedia.org/wiki/Jayne_Houdyshell,Follies,https://en.wikipedia.org/wiki/Follies,Hattie Walker,
2012,66th Tony Awards,/wiki/66th_Tony_Awards,False,Jessie Mueller,https://en.wikipedia.org/wiki/Jessie_Mueller,On a Clear Day You Can See Forever,https://en.wikipedia.org/wiki/On_a_Clear_Day_You_Can_See_Forever,Melinda Wells,
2012,66th Tony Awards,/wiki/66th_Tony_Awards,False,Da'Vine Joy Randolph,https://en.wikipedia.org/wiki/Da%27Vine_Joy_Randolph,Ghost the Musical,https://en.wikipedia.org/wiki/Ghost_the_Musical,Oda Mae Brown,
2013,67th Tony Awards,/wiki/67th_Tony_Awards,False,Lauren Ward,https://en.wikipedia.org/wiki/Lauren_Ward,Matilda the Musical,https://en.wikipedia.org/wiki/Matilda_the_Musical,"Miss Jennifer ""Jenny"" Honey",
2013,67th Tony Awards,/wiki/67th_Tony_Awards,False,Keala Settle,https://en.wikipedia.org/wiki/Keala_Settle,Hands on a Hardbody,https://en.wikipedia.org/wiki/Hands_on_a_Hardbody_(musical),Norma Valverde,
2013,67th Tony Awards,/wiki/67th_Tony_Awards,False,Annaleigh Ashford,https://en.wikipedia.org/wiki/Annaleigh_Ashford,Kinky Boots,https://en.wikipedia.org/wiki/Kinky_Boots_(musical),Lauren,
2013,67th Tony Awards,/wiki/67th_Tony_Awards,True,Andrea Martin,https://en.wikipedia.org/wiki/Andrea_Martin,Pippin,https://en.wikipedia.org/wiki/Pippin_(musical),Berthe,
2013,67th Tony Awards,/wiki/67th_Tony_Awards,False,Victoria Clark,https://en.wikipedia.org/wiki/Victoria_Clark,Rodgers and Hammerstein's Cinderella,https://en.wikipedia.org/wiki/Cinderella_(2013_Broadway_production),Marie / Fairy Godmother,
2014,68th Tony Awards,/wiki/68th_Tony_Awards,True,Lena Hall,https://en.wikipedia.org/wiki/Lena_Hall,Hedwig and the Angry Inch,https://en.wikipedia.org/wiki/Hedwig_and_the_Angry_Inch_(musical),Yitzhak,
2014,68th Tony Awards,/wiki/68th_Tony_Awards,False,Linda Emond,https://en.wikipedia.org/wiki/Linda_Emond,Cabaret,https://en.wikipedia.org/wiki/Cabaret_(musical),Fräulein Schneider,
2014,68th Tony Awards,/wiki/68th_Tony_Awards,False,Anika Larsen,https://en.wikipedia.org/wiki/Anika_Larsen,Beautiful: The Carole King Musical,https://en.wikipedia.org/wiki/Beautiful:_The_Carole_King_Musical,Cynthia Weil,https://en.wikipedia.org/wiki/Cynthia_Weil
2014,68th Tony Awards,/wiki/68th_Tony_Awards,False,Adriane Lenox,https://en.wikipedia.org/wiki/Adriane_Lenox,After Midnight,https://en.wikipedia.org/wiki/After_Midnight_(musical),Various Characters,
2014,68th Tony Awards,/wiki/68th_Tony_Awards,False,Lauren Worsham,https://en.wikipedia.org/wiki/Lauren_Worsham,A Gentleman's Guide to Love and Murder,https://en.wikipedia.org/wiki/A_Gentleman%27s_Guide_to_Love_and_Murder,Phoebe D'Ysquith,
2015,69th Tony Awards,/wiki/69th_Tony_Awards,True,Ruthie Ann Miles,https://en.wikipedia.org/wiki/Ruthie_Ann_Miles,The King and I,https://en.wikipedia.org/wiki/The_King_and_I,Lady Thiang,
2015,69th Tony Awards,/wiki/69th_Tony_Awards,False,Victoria Clark,https://en.wikipedia.org/wiki/Victoria_Clark,Gigi,https://en.wikipedia.org/wiki/Gigi_(musical),Mamita,
2015,69th Tony Awards,/wiki/69th_Tony_Awards,False,Judy Kuhn,https://en.wikipedia.org/wiki/Judy_Kuhn,Fun Home,https://en.wikipedia.org/wiki/Fun_Home_(musical),Helen Fontana Bechdel,
2015,69th Tony Awards,/wiki/69th_Tony_Awards,False,Sydney Lucas,https://en.wikipedia.org/wiki/Sydney_Lucas,Fun Home,https://en.wikipedia.org/wiki/Fun_Home_(musical),SmallAlison,https://en.wikipedia.org/wiki/Alison_Bechdel
2015,69th Tony Awards,/wiki/69th_Tony_Awards,False,Emily Skeggs,https://en.wikipedia.org/wiki/Emily_Skeggs,Fun Home,https://en.wikipedia.org/wiki/Fun_Home_(musical),MediumAlison,https://en.wikipedia.org/wiki/Alison_Bechdel
